The blog isWorld Travel Guide DevelopmentCurrent site: World Travel Guide Development
Blog ID: 1
Blog Lang: en
Import File: /var/www/columbus-xml/source-data/cities-full-en.xml


 Title, Type, Latitude, Longitude, Address1, Address2, City, Postcode, Website,  Telephone,  Description
 Hard Rock Hotel San Diego, Moderate, 32.707811, -117.159638, Downtown, 207 Fifth Avenue, San Diego, , http://www.hardrockhotelsd.com,  +1 619 702 3000.,  <p>Set smack at the foot of Fifth Avenue  across the street from the San Diego Convention Center at the edge of the Gaslamp Quarter  the 12-story Hard Rock attracts awe-struck sightseers ogling The Rock Shop (collectable Hard Rock gear)  Nobu (chef Nobu Matsuhisa's entree into the SoCal dining scene)   Maryjane's diner-style coffee shop and the  Sweetwater Saloon - a sidewalk bar by day and happening dance club at night. Guests in the 420 rooms and suites are greeted with their choice of music drifting from speakers on the flat screen HDTVs. Red leather chairs and low white couches  swirly patterned rugs and square showerheads in the ceilings set a fun-loving mood  enhanced by  Sleep Like a Rock  beds.</p>
 Tower 23, Luxury, 32.796859, -117.256602, Pacific Beach, 723 Felspar Street, San Diego, , http://www.t23hotel.com,  +1 858 270 2323.,  <p>Named for the lifeguard tower it faces  this ultra-hip Pacific Beach hotel has 44 slick rooms with rain showers  Egyptian cotton bedding  LCD screen TVs and  H2O  toiletries. Some suites overlook the boardwalk and beach and have private balconies. Wi-Fi is available throughout the property - checking your e-mail from a cafe table by the sand is just about as SoCal techie as you can get. The hotel's  JRDN  restaurant serves the freshest regional seafood and produce in a casual setting.</p>
 Town and Country Resort, Cheap, 32.763478, -117.166271, , 500 Hotel Circle North, San Diego, , http://www.towncountry.com,  +1 619 291 7131.,  <p>The resort features 1 000 guestrooms  four swimming pools and whirlpool  five restaurants and three lounges  in addition to 16 hectares (40 acres) of beautifully landscaped grounds. There is also a spa  salon and fitness centre. The 27-hole Riverwalk Golf Club and Mission Valley Regional Conference Center are adjacent. Premier shopping is also available nearby.</p>
 Inn at the Park, Moderate, 32.738585, -117.159904, , 525 Spruce Street, San Diego, , http://www.shellhospitality.com/hotels/inn-at-the-park,  +1 619 291 0999.,  <p>This historic hotel in San Diego  formerly the Park Manor Suites Hotel  occupies a gorgeous seven-storey Italian Renaissance style building in the heart of Balboa Park  adjacent to the Hillcrest neighbourhood. The structure was built in 1926 and designated a historical site by the City of San Diego in 1991. It is situated on the west edge of Balboa Park and offers sweeping views of San Diego Bay  Downtown and Hillcrest. All suites come with full kitchens and dinettes. Deluxe continental breakfast is on offer every morning.</p>
 Omni San Diego, Luxury, 32.715329, -117.157255, Downtown, 675 L St, San Diego, , http://www.omnihotels.com,  +1 619 2316 664.,  <p>A sky bridge connects the tasteful Omni with Petco Park's baseball stadium and a nearby pedestrian crossing makes the walk from the hotel to the Convention Center easy. Baseball memorabilia fills display cases in public spaces. Corner rooms on the east side have a spot-on view of the ballpark; others overlook the Convention Center and bay. The 511 rooms are sensibly and comfortably designed and the outdoor pool with fireplace is the favourite hangout. A McCormick &amp; Schmick's restaurant serves decent seafood.</p>
 Hotel Solamar, Moderate, 32.709793, -117.158909, , 435 Sixth Avenue, San Diego, , http://www.hotelsolamar.com,  +1 619 819 9500.,  <p>A member of the hip Kimpton Hotel group  the 10-storey Hotel Solamar is a modern  stylish hotel in San Diego located in East Village  just one block from the Gaslamp Quarter and Petco Park  home of the San Diego Padres. Excellent both for leisure and business  this 4-star hotel is artfully designed with 235 guestrooms characterised by modern  clean sophistication. A fourth-floor patio houses an outdoor splash pool with the poolside Jbar featuring DJ music and cabana seating at night. The hotel's Jsix Restaurant  serves Asian-inspired Californian cuisine.</p>
 The Anniversary Inn, Moderate, 40.758786, -111.862282, , 460 South 1000 East, Salt Lake City, , http://www.anniversaryinn.com,  (801) 363 4900.,  <p>Popular with couples looking for a romantic getaway  this is a themed room hotel designed to fulfil an array of fantasies. Options include sleeping in a sultan's palace  an Egyptian chamber  or hunkering down in a covered wagon. The inn was once the old Salt Lake jail and every suite is now luxuriously equipped with themed spa baths and down duvets - there may even be a room that&rsquo;s themed to look like the old jail. A romantic continental breakfast delivered to your room is included.</p>
 Best Western Executive Inn, Moderate, 40.621532, -111.899143, Midvale, 280 West 7200 South, Salt Lake City, , http://www.bestwesternexecinn.com,  (801) 566 4141.,  <p>Located one block east of Interstate 15  this hotel&rsquo;s biggest advantage is in its location  providing easy access to the airport  ski resorts and the downtown area. Rooms are generous and comfortable  there&rsquo;s free internet access  a 24-hour fitness centre  as well as a heated swimming pool in season  giant indoor hot tub and complimentary breakfast. </p>
 The Grand America Hotel, Luxury, 40.760779, -111.891047, , 555 South Main Street, Salt Lake City, , http://www.grandamerica.com,  (801) 258 6000.,  <p>Built in time for the 2002 Winter Olympics  the Grand America Hotel offers 775 rooms  including four presidential penthouse suites. All rooms have balconies and views of the city skyline or exotic fountain courtyard  internet and 24-hour room service. The plush hotel is filled with antiques  and there's a full service spa  indoor and outdoor pools  and elegant lobby lounge and bar. It&rsquo;s also within walking distance to all downtown attractions.</p>
 Hotel Monaco, Luxury, 40.760779, -111.891047, , 15 West 200 South, Salt Lake City, , http://www.monaco-saltlakecity.com,  (801) 595 0000.,  <p>This expansive property offers some of the most stylish accommodation among the category of boutique hotels in Salt Lake City. Seductive guest rooms and suites set in a meticulously refurbished landmark 14-story building are filled with dazzling d&eacute;cor flourishes  featuring bold geometrics that appear to be an extraordinary cross between art deco and Native American tribal. The establishment has an upbeat feel and staff are attentive and will able to arrange most facets of your stay. </p>
 Marriott Salt Lake City Downtown, Luxury, 40.771439, -111.893982, , 75 South West Temple, Salt Lake City, , http://www.marriott.com/slcut,  (801) 531 0800.,  <p>This is one of the biggest hotels in Salt Lake City  offering 510 well-equipped rooms and suites  arranged over 16 floors right in the centre of town  and just a few steps away from Temple Square and Symphony  Hall. All the reassuring comforts expected of this global chain can be found here  including a decent on-site restaurant  swimming pool  fitness centre  and internet access. </p>
 Radisson Hotel Salt Lake City Downtown, Moderate, 40.769149, -111.897502, , 215 West South Temple, Salt Lake City, UT 84101, http://www.radisson.com,  (801) 531 7500.,  <p>This is another classic high-rise hotel in the popular Downtown district offering reasonably priced contemporary accommodations. The hotel recently underwent a full-scale renovation and now provides modern  clean guestrooms feature luxury bedding  entertainment centers  high-speed Internet access and great views of either the city or the Wasatch Mountains. Additional hotel comforts include an indoor pool  a spa  a fitness center  a popular lounge and the High Rock Steakhouse.</p>
 Royal Garden Inn, Cheap, 40.757386, -111.895660, , 154 West, 600 South, Salt Lake City, , http://www.royalgardeninnsaltlake.com,  (801) 521 2930.,  <p>A classic American-style motel set out over two floors around a central swimming pool  open seasonally  and terrace. The downtown location is just four blocks from Salt Palace Convention Centre  a complementary continental breakfast is served daily  and airport transportation and hotel parking are provided free. </p>
 La Quinta Inn Salt Lake City West, Cheap, 40.695751, -111.949141, , 3540 South, 2200 West, Salt Lake City, , http://www.lq.com,  (801) 954 9292.,  <p>Located in the suburbs west of Temple Square with easy highway access and in convenient proximity to the airport  this cheap Salt Lake City hotel still has all the facilities and comforts required  including 59 guestrooms featuring phones  cable television and wireless internet access. Shared facilities include an indoor pool and fitness centre.</p>
 Old Town Guest House, Cheap, 40.648413, -111.502403, Park City, 1011 Empire Avenue, Salt Lake City, , http://www.oldtownguesthouse.com,  (435) 649 2642 or 1 800 290 6423.,  <p>In the heart of Park City  ski right out the front door to cross-country trails or the in-town ski lift. Within walking distance of the historic Main Street  this is cabin-cosy accommodation  providing cooked breakfast  and a hot tub to soothe muscles after a day hiking  biking  skiing or exploring. The perfect base for those visiting the mountains any time of year  this actually became the headquarters for the British ski team during the 2002 Salt Lake Winter Olympics.</p>
 Bourbon Orleans, Moderate, 29.958813, -90.064654, French Quarter, 717 Orleans Street, New Orleans, 70116, http://www.bourbonorleans.com,  +1 504 523 2222.,  <p>If you want good-value accommodation that's right in the middle of the action  then this solid hotel is hard to beat. From its entrance  you can hear the buzz of Bourbon Street  though you can also see the serenity of St Louis Cathedral. Some of the suites have balconies overlooking Bourbon Street itself  and there's a salt-water pool.</p>
 Hampton Inn, Cheap, 29.952085, -90.070958, Central Business District, 226 Carondelet Street, New Orleans, 70130, http://www.hamptoninn.com,  +1 504 529 9990.,  <p>Formerly a 1903 'skyscraper' office building  the Hampton Inn is just two blocks from the French Quarter. Every Monday to Thursday 1730-1900  the lavish lobby is the scene for the complimentary manager's reception. Rooms are large and comfortable with high-speed Internet and king-size or two double beds. The hotel also has a gym  concierge  coffee shop and parking for a fee  along with access to Spa Atlantis  directly across the street. The daily hot breakfast buffet is included.</p>
 La Quinta Inn and Suites Downtown, Cheap, 29.950899, -90.069149, Central Business District, 301 Camp Street, New Orleans, 70130, http://www.lq.com,  +1 504 598 9977.,  <p>This hotel has great facilities for bargain prices  such as guestrooms with either king-size or two double beds and large bathrooms  and some have microwaves. In-room business facilities include data ports  oversized desks  free high-speed Internet access and local calls. Add to that  cocktail lounge  business centre  a heated pool  and fitness centre  plus a free breakfast. The location is convenient for the French Quarter  Superdome  downtown  and the convention center.</p>
 Hotel Monteleone, Luxury, 29.954342, -90.067847, French Quarter, 214 Royal Street, New Orleans, 70130, http://www.hotelmonteleone.com,  +1 504 523 3341.,  <p>One of the classic New Orleans luxury hotels  the Monteleone has been wowing visitors since 1886. Rooms are decked out with plush curtains  high-thread-count sheets and large flat-screen TVs. The lobby is suitably grand  and the Carousel Bar is something of a local haunt for cocktails and people watching.</p>
 Melrose Mansion, Luxury, 29.965381, -90.062305, French Quarter, 937 Esplanade Avenue, New Orleans, 70116, http://www.frenchquarterhotelgroup.com/melrose-mansion,  +1 504 944 2255.,  <p>A tasteful  small property on the edge of the French Quarter  this luxury Victorian-era mansion dates back to the late 19th century. The interiors are suitably plush  with antique furniture  original artwork and all the mod cons you'd expect (iPod dock  LCD TV  Wi-Fi and minifridge). There's also a fairly large outdoor swimming pool.</p>
 Soniat House, Luxury, 29.961289, -90.060652, French Quarter, 1133 Chartres Street, New Orleans, 70116, http://www.soniathouse.com,  +1 504 522 0570.,  <p>Old books  fine artwork  Oriental rugs  American and European antiques: it is the little touches like these that make this hotel unique. The two restored 1830s townhouses have spiral staircases  balconies and patios. Sweet olive  magnolia  guava and ginger grow in the courtyards. Each of the 19 rooms and 14 suites are furnished with antiques that are accompanied by Frette Egyptian cotton bed linen  Wi-Fi  data ports and two phones.</p>
 Dauphine Orleans Hotel, Cheap, 29.957359, -90.068439, French Quarter, 415 Dauphine Street, New Orleans, , http://www.dauphineorleans.com,  +1 504 586 1800.,  <p>This unassuming building on a quiet stretch of the French Quarter is recorded back as far as 1775  almost to the city's own beginnings. A former bordello site  the hotel now has 111 modern rooms and a host of old  atmospheric cottages. The pool and courtyard are nicely secluded and the hotel bar  May Baily's Place  also harks back to those hedonistic times.</p>
 Grenoble House, Moderate, 29.956605, -90.069187, French Quarter, 323 Dauphine Street, New Orleans, 70112, http://www.grenoblehouse.com,  +1 504 325 2271.,  <p>Set in a renovated French Quarter property just a block from the action on Bourbon Street  Grenoble House provides modern suites with old-timey touches  such as exposed brick fireplaces  hardwood floors and crown molding. Full kitchens make for ease if you want to eat in  though the fabulous restaurants of New Orleans will always beckon. The central courtyard has a sparkling swimming pool and is a welcome respite from the heat.</p>
 Omni Riverfront Hotel, Moderate, 29.945695, -90.064941, Central Business District, 701 Convention Center Boulevard, New Orleans, 70130, http://www.omnihotels.com/hotels/new-orleans-riverfront,  +1 504 524 8200.,  <p>This historic former rice mill in the Warehouse District looks across at the mighty Mississippi River. Plantation shutters and exposed brickwork give the property its character  as well as up-to-date touches such as high-speed internet and ergonomic desks. There's also a restaurant  bar and fitness centre.</p>
 Graves 601, Luxury, 44.944167, -93.086075, Minneapolis, 601 First Avenue North, Minneapolis St Paul, , http://www.graves601hotel.com,  (612) 677 1100,  <p>A sophisticated modern luxury hotel  Graves 601 is located in the heart of Downtown Minneapolis  on top of the Block E complex. Rising 22 stories above street level  the hotel's stylish rooms include large plasma screen TVs  high-speed Internet and other high-tech amenities. Bathrooms have five-head power showers. The hotel has two restaurants--the acclaimed Cosmos  and the pre-prohibition-styled Bradstreet Crafthouse Restaurant.</p>
 W Minneapolis-The Foshay, Luxury, 44.974817, -93.272295, Minneapolis, 821 Marquette Avenue, Minneapolis St Paul, , http://www.whotels.com/minneapolis,  (612) 215 3700,  <p>W Hotels took a 1929 art deco structure and whipped it into a hip hotel with a roaring 1920s theme. The lobby's original arcade ceiling has been restored as has the 27th floor boardroom - the Prohibition Bar. Rooms are stylishly modern with the signature W bed  W pillow menu  plus a state-of-the-art entertainment system  high speed internet access and weekday newspaper delivery. Other amenities include in-room spa services and a fitness centre.</p>
 Hilton Minneapolis, Luxury, 44.973392, -93.273261, Minneapolis, 1001 Marquette Avenue South, Minneapolis St Paul, , http://www.hilton.com,  (612) 376 1000,  <p>Housed in an elegant  25-storey Victorian brick building  the Hilton Minneapolis is located in the centre of Downtown with convenient skyway connections to the nearby business  shopping and entertainment areas. Guest rooms are well appointed with rich colours  oak furnishings  a 'Serenity Bed' with down comforter  large HDTV  MP3 connection and high speed wireless internet. The health club includes an indoor heated swimming pool  sauna and Jacuzzi. For regional and international cuisine  the hotel offers the Skywater restaurant.</p>
 Saint Paul Hotel, Moderate, 44.944829, -93.095897, St Paul, 350 Market Street, Minneapolis St Paul, , http://www.stpaulhotel.com,  (651) 292 9292,  <p>A St Paul landmark saturated with old-world charm  this sophisticated hotel offers newly renovated rooms with comfortable mattresses  lighting with dimmers  high speed internet  mini bar and a finely appointed bathroom. Dining options include The St Paul Grill featuring an American dinner menu and M ST. Café for breakfast and lunch. The Lobby Bar  a popular meeting place  serves lighter fare as well as cocktails. A rooftop fitness centre  business centre and free internet in the lobby are nice touches.</p>
 Best Western Normandy Inn & Suites, Cheap, 44.944167, -93.086075, , 405 S 8th Street US Minneapolis, Minneapolis St Paul, , http://www.bestwesternnormandy.com,  (612) 370 1400,  <p>Centrally located  this reasonably priced hotel is close to Nicollet Mall  the Metrodome Stadium  and the Minneapolis Convention Center. Comfortable  spacious rooms offer flat screen TVs  a work area  free Internet access  sleeper sofa and modern bathrooms with walk-in showers. The hotel's restaurant  the Landmarc Grill  features casual American-style dining. Also available is a fitness centre with pool as well as a business centre.</p>
 Holiday Inn River Centre, Cheap, 44.944167, -93.086075, St Paul, 175 West Seventh Street, Minneapolis St Paul, , http://www.holiday-inn.com/stpaulmn,  (651) 225 1515,  <p>This comfortable hotel is conveniently located near Downtown St Paul's attractions. There are 194 spacious guest rooms. The hotel also offers free high-speed Wi-Fi internet  fitness centre with indoor pool and Jacuzzi. The hotel includes an authentic Irish pub  The Liffey  with several other restaurants within walking distance.</p>
 Hilton Garden Inn, Moderate, , , , , , , ,  ,  <p>One of the newest kids in town  the Hilton Garden Inn has a lot going for it. Room décor is accented with earthy tones and forest green. It features a mattress that adjusts to your comfort level as well as an HDTV  refrigerator  microwave  free in-room internet access and a work area that sports a desk and ergonomic Herman Miller chair. The fitness centre with swimming pool and whirlpool is also complimentary. And when pangs of hunger strike  visit the onsite Great American Grill  the Pavilion Pantry (a convenience store) or the Pavilion Lounge.</p>
 Radisson Hotel Roseville, Moderate, , , , , , , ,  ,  <p>For those who cannot decide between Minneapolis and St Paul  the Radisson Hotel Roseville is a good compromise. It borders both and there is free shuttle service within a five mile radius. Cosy guest rooms  decorated in earthy tones  include adjustable Sleep Number® beds and complimentary high-speed Internet access. The hotel features a large indoor recreation area with an oversized indoor pool  whirlpool  kiddie pool  sauna  game room  fitness centre and the award-winning Axel's Charhouse restaurant.</p>
 Kimpton Hotel Monaco Baltimore, Moderate, , , , , , , http://www.monaco-baltimore.com,  +1 443 692 6170.,  <p>There's something of a beaux-arts feel to this hotel  with marble staircases leading up form the grand lobby. The actual building has been around for more than 100 years  but this belies the modernity of the property  which is sleek and chic. Even the entry-level rooms are of a nice size  and the suites are enormous.</p>
 Renaissance Baltimore Harborplace Hotel, Luxury, , , , , , , http://www.marriott.com,  +1 410 547 1200.,  <p>This contemporary hotel features soothing earth-toned décor  good conference facilities  a fitness centre and all the in-room services you would expect from the Marriott chain. Seafood dishes are especially good at Watertable restaurant. The hotel is conveniently attached to the attractive Gallery mall and has lovely harbour views.</p>
 The Ivy, Luxury, , , , , , , http://www.theivybaltimore.com,  +1 410 514 6500.,  <p>The luxurious accommodation in this 19th-century Mount Vernon mansion aims to give you the feel of staying in the home of a wealthy friend. Nine characterful rooms and suites are fitted out with cosy four-poster beds and sleek bathrooms. Curl up with a book in the library  tinkle the piano or dine in the upscale Magdalena bistro.</p>
 Wilson House Bed & Breakfast, Cheap, , , , , , , http://www.wilson-house.net,  +1 443 850 3134.,  <p>Housed in a grand 19th-century mansion  this elegant 10-room bed and breakfast offers cosy accommodation near Penn Station. It was here that William Jennings Bryant made deals that led to Woodrow Wilson taking the presidency in 1912. The home is within easy reach of Mount Vernon's cultural venues and eateries  and around 5km (3 miles) from the Inner Harbor.</p>
 Lord Baltimore Hotel, Cheap, , , , , , , http://www.lordbaltimorehotel.com,  +1 410 539 8400.,  <p>A fixture in the city since 1928  this is a classic hotel in the French Renaissance style  the huge lobby chock full of chandeliers  staircases and everything you really want on old-style hotel to be. You're only a few blocks from Inner Harbor  and its 400-plus rooms are mostly a good size.</p>
 Sleep Inn & Suites Downtown Inner Harbor, Cheap, , , , , , , http://www.sleepinnbaltimore.com,  +1 410 779 6166.,  <p>A short stroll from the Inner Harbor  this hotel puts you within walking distance of Baltimore's main attractions. Rooms are smart and modern with a choice of two double beds or a king bed. Many also have a pull-out sofa bed. A hot buffet breakfast is included.</p>
 Inn at 2920, Moderate, , , , , , , http://www.theinnat2920.com,  +1 410 342 4450.,  <p>This hip urban bed and breakfast lies in Baltimore's trendy Canton neighbourhood  a short stroll from the waterfront. It's more mini boutique hotel than traditional B&B  featuring exposed 19th-century brick walls and contemporary  individually designed rooms. A hot breakfast is included  with options such as French toast and creamy blueberry bread pudding.</p>
 Days Inn Inner Harbor Hotel, Moderate, , , , , , , http://www.daysinnerharbor.com,  +1 410 576 1000.,  <p>This 250-room high-rise is just three blocks from the Inner Harbor and is close to the Convention Centre. It offers a fitness centre  heated outdoor pool  business centre  lobby bar and Harbor Grill restaurant  serving hearty American fare. Rooms are smart  comfy and contemporary.</p>
 Royal Sonesta Harbor Court Baltimore, Luxury, , , , , , , https://www.sonesta.com/us/maryland/baltimore/royal-sonesta-harbor-court-baltimore,  +1 410 234 0550.,  <p>Contemporary style meets traditional elegance in this grand hotel overlooking the Inner Harbor. Cosy guest rooms are well appointed and spacious. For extra space  book a suite with separate living room. You can dine in Explorers' Restaurant & Lounge  and enjoy an indoor saltwater pool and fitness centre.</p>
 Hotel Teatro, Luxury, 39.746205, -104.998551, , 1100 14th Street, Denver, 80202, http://www.hotelteatro.com,  +1 303 228 1100.,  <p>This luxury boutique hotel is conveniently located across from the Denver Centre for Performing Arts  in the heart of downtown Denver. There are 110 luxury guest rooms  which are decorated with an elegant palette of rich  soft gold  and sage tones. Rooms are pet-friendly as well. The bathrooms aren&rsquo;t short on extravagance either with Indonesian marble- and sandstone-finished baths.</p>
 Denver Magnolia Hotel, Moderate, 39.746764, -104.992359, , 818 17th Street, Denver, 80202, http://www.magnoliahoteldenver.com,  +1 303 607 9000.,  <p>The Denver Magnolia Hotel has 246 rooms and suites designed with an air of old-world charm and modern sensibility. Guests are within walking distance of all the major sites in downtown Denver. The hotel also boasts cosy club lounges and a bar  Harry&rsquo;s Bar  serving an incredible array of martinis.</p>
 Grand Hyatt Denver, Cheap, 39.745836, -104.989464, , 1750 Welton Street, Denver, 80202, http://www.granddenver.hyatt.com,  +1 303 295 1234.,  <p>Stay in one of the Grand Hyatt Denver&rsquo;s 516 rooms and enjoy splendid city views from the comfort of your bed. You only have to travel as far as downstairs to enjoy some fine Western cuisine at one of Denver&rsquo;s newest brewpubs  Pub 17. If you&rsquo;d rather snack on appetizers and enjoy a nice cocktail  the hotel&rsquo;s Fireside The Bar features a 4m (14ft) sandstone fireplace.</p>
 The Oxford Hotel, Cheap, 39.752156, -104.998847, , 1600 17th Street, Denver, 80202, http://www.theoxfordhotel.com,  +1 303 628 5400.,  <p>European antiques and exquisite linens in each of The Oxford Hotel&rsquo;s 80 rooms make for a relaxing stay in Denver. This luxury boutique hotel has uniquely decorated rooms  though they&rsquo;re all dressed in French  English  Victorian  or classically 20th-century American d&eacute;cor. There&rsquo;s much to see and do in the hotel&rsquo;s immediate vicinity  as it&rsquo;s located in the heart of LoDo. If you want to take a day to really relax  look into the services offered at The Oxford Club Spa &amp; Salon  located next door.</p>
 NATIV Hotel, Moderate, 39.751245, -104.999492, , 1612 Wazee Street, Denver, 80202, http://www.nativhotels.com,  +1 720 485 6470,  <p>Staying at this glitz and trendy hotel and hotspot in the heart of the bohemian Lower Downtown (LoDo) area means staying in the centre of the scene. You won&rsquo;t have to leave the hotel for entertainment  as the NATIV Coffee and Champagne Bar offers locally sourced  organic coffee by day and specialty champagne and tea cocktails by night.  In the evening  the lobby turns into one of Denver&rsquo;s hottest nightlife venues  where you can enjoy a cocktail at the Champagne Bar  catch up with friends in the Biergarten  or take to the dance floor in the Stereo Lounge.</p>
 Renaissance Denver Downtown City Center Hotel, Moderate, 39.747415, -104.993300, , 918 17th Street, Denver, 80202, http://www.rendendowntown.com,  +1 303 867 8100,  <p>&nbsp;Just three blocks from the Colorado Convention Center and one block from Denver&rsquo;s 16th Street Mall  the Renaissance Denver Downtown offers 230 chic and sophisticated guest rooms in the historic Colorado National Bank building&mdash;a deal given the hotel&rsquo;s location and amenities.  Inside  you&rsquo;ll find a lobby decorated with 16 important works from the famed Allen Tupper True and an illy Caff&eacute;  one of only six in the US.</p>
 Brown Palace Hotel and Spa, Luxury, 39.744101, -104.987843, , 321 17th Street, Denver, 80202, http://www.brownpalace.com,  +1 303 297 3111.,  <p>The famous Brown Palace Hotel and Spa has hosted everyone from presidents to princesses since opening in 1892  and it still maintains an air of glamour and sophistication today. Its 241 guest rooms and suites are arranged in a unique triangular design  allowing maximum light to flow into all rooms  and its central location means easy access to all of Denver's sights. If you have a taste for luxury  try one of the spa's custom massages.</p>
 The Westin Denver Downtown, Moderate, 39.749201, -104.995635, , 1672 Lawrence Street, Denver, 80202, http://www.westindenverdowntown.com,  +1 303 572 9100.,  <p>Located on the 16th Street Mall  you can&rsquo;t beat The Westin Denver Downtown&rsquo;s location. Many of the rooms have magnificent city or mountain views. For a truly incredible sight over the skyline  spend some time at the hotel&rsquo;s outdoor whirlpool or sundeck. </p>
 Kimpton Hotel Monaco, Luxury, 39.747875, -104.992692, , 1717 Champa Street, Denver, 80202, http://www.monaco-denver.com,  +1 303 296 1717.,  <p>The luxurious Hotel Monaco is a boutique hotel with great service. It's perfectly located for trips to 16th Street Mall and the sights of downtown Denver  while still maintaining a quiet and friendly space to relax in. The hotel keeps its unique identity by throwing in plenty of quirky ideas  from goldfish in your room to a friendly lobby dog to free daily wine-tastings in the lobby.</p>
 Ye Olde Carlton Arms Hotel, Cheap, 40.740058, -73.982888, Gramercy Park, 160, East 25th Street, New York, 10010, http://www.carltonarms.com,  +1 212 679 0680.,  <p>A somewhat divisive 'art' hotel that lots of people really love for its location and pricing  but which you're going to dislike if you're humourless  or are a stickler for high levels of cleanliness. The rooms are individually designed with striking  and sometimes shocking  motifs  and the casual air recalls a backpacker's hostel but with individual rooms. Bohemian  definitely.</p>
 Lowell Hotel, Luxury, 40.765713, -73.969214, Upper East Side, 28 E 63rd Street, New York City, 10065, http://www.lowellhotel.com,  +1 212 838 1400.,  <p>New York hotels don't come too much classier than this 1927 landmark building  set on a leafy street in one of the Upper East Side's most fashionable spots. Discreet and aristocratic  the liveried doormen escort you to opulent rooms crammed with period furniture and antique décor. It manages to retain an understated air  though  and is the ultimate retreat for those that can afford it.</p>
 The Greenwich Hotel, Luxury, 40.719846, -74.009854, Tribeca, 377 Greenwich Street, New York, 10013, http://www.thegreenwichhotel.com,  +1 212 941 8900.,  <p>This hip downtown spot fills a renovated historic building in the Tribeca neighbourhood. From the eclectic lobby with its comfy chairs and imported Moroccan screens  to the luxurious bathrooms featuring Carrara marble and hand-laid Turkish tiles  you'll feel a rich combination of style and decadence.</p>
 Crosby Street Hotel, Luxury, 40.723097, -73.997592, Soho, 79 Crosby Street, New York City, 10012, http://www.crosbystreethotel.com,  +1 212 226 6400.,  <p>This chic downtown hotel features 86 individually designed guestrooms and suites  all with floor-to-ceiling windows  original artwork and a stylish contemporary design. Guests also enjoy the leafy garden  the private screening room and a whimsically designed bar. The hotel is beautifully located on a cobblestone street just a short stroll from the great dining and shopping in Soho and Nolita.</p>
 The Paramount, Moderate, 40.758541, -73.988840, Midtown, 235 West 46th Street (between Broadway and Eighth Avenue), New York, 10036, http://www.nycparamount.com,  +1 212 764 5500.,  <p>There is nothing traditional about The Paramount  a post-modern showplace. For example  in the entrance  red roses are displayed vertically in vases set into the wall. The lobby bar  designed by Philippe Starck  has platinum walls and a glamorous staircase sweeping up to the mezzanine. Guests can gaze down from their tables to the music and theatre industry leaders reclining on the slightly off-kilter furniture below.</p>
 The Gershwin, Moderate, 40.747270, -73.980065, Madison Square, 7 East 27th Street, New York City, 10016, http://www.theevelyn.com,  +1 212 545 8000.,  <p>Not far from the much-photographed Flatiron Building is The Evelyn  set in a historic building that has housed one hotel after the other since 1905. Recently renovated rooms feature soft cocoa colour schemes  crisp white linens and spacious bathrooms  and the location is superbly central.</p>
 NobleDen, Moderate, 40.719360, -73.996770, Soho, 196 Grand Street, New York City, 10013, http://www.nobleden.com,  +1 212 390 8988.,  <p>This sleek  contemporary hotel is well located in Little Italy  at the border with Chinatown  and boasts relatively spacious (for New York) guestrooms with hardwood floors  patterned walls and large flat-screen TVs. There's a rooftop terrace with great views  and an Asian restaurant downstairs.</p>
 City Rooms NYC – Chelsea, Cheap, 40.748634, -73.995773, Chelsea, 368 8th Ave, New York City, 10001, http://www.cityrooms.nyc,  +1 917 475 1285.,  <p>This small hotel – there are just 13 rooms - is popular for its keen pricing and convenient location near the transit hub of Penn Station. The simple rooms feature a splashy image on one wall and offer varying bed configurations  but only feature sinks – bathrooms are shared. They do have minifridges  though.</p>
 The Jane, Cheap, 40.738011, -74.008553, Greenwich Village, 113 Jane Street, New York City, 10014, http://www.thejanenyc.com,  +1 212 924 6700.,  <p>For an affordable stay in a great downtown location  it's hard to top the Jane. Rooms are clean if decidedly small and play off a nautical theme. Those used to life at sea won't mind the 'cabins'  which are a mere 5sq m (50sq ft) in size. The bigger 'Captain's Cabins' are roomier at 23sq m (250sq ft) and have flat-screen TVs and iPod docks.</p>
 The Atheneum Suite Hotel Detroit, Luxury, 42.333784, -83.043079, , 1000 Brush Avenue, Detroit, 48226, http://www.atheneumsuites.com,  +1 313 962 2323,  <p>This grand property&rsquo;s location in Greektown is not taken lightly in terms of interior d&eacute;cor: you will find Greek revival touches and portraits of Greek mythology throughout. As the name suggests  the hotel offers suites only  and the 174 rooms have marble baths and the usual modern conveniences. There is no restaurant  but the hotel is situated close to a wide choice of eateries.</p>
 Dearborn Inn, Moderate, 42.296929, -83.228503, , 20301 Oakwood Boulevard, Detroit, 48124, http://www.marriott.com,  +1 313 271 2700,  <p>Opened in 1931  this is actually the world&rsquo;s first airport hotel  and though that specific airport has long since gone  the hotel retains a certain cachet. The Georgian building enjoys a plum location within 9 hectares (23 acres) of landscaped gardens  and feels like an oasis and an escape from the urban clamour. The hotel has two restaurants and a pool.</p>
